subset,image,class,confidence,x1,y1,x2,y2
train,DJI_20250424192954_0007_V_jpeg.rf.7f57fea57fde8f8db14d50c628547576.jpg,barcode,0.2531079351902008,1455.824462890625,548.4866333007812,1499.8739013671875,582.68603515625
train,DJI_20250424192954_0008_V_jpeg.rf.07297633e35fd2d6b034df4cf16af891.jpg,pallets,0.834120512008667,1132.7919921875,712.637451171875,1381.689208984375,1041.6416015625
train,DJI_20250424192954_0008_V_jpeg.rf.07297633e35fd2d6b034df4cf16af891.jpg,pallets,0.8250303864479065,586.937255859375,680.7171020507812,794.498291015625,932.746337890625
train,DJI_20250424192954_0008_V_jpeg.rf.07297633e35fd2d6b034df4cf16af891.jpg,pallets,0.8228619694709778,1425.5155029296875,794.9725341796875,1636.9461669921875,1084.378173828125
train,DJI_20250424192954_0008_V_jpeg.rf.07297633e35fd2d6b034df4cf16af891.jpg,pallets,0.7563023567199707,799.216552734375,654.2234497070312,1078.780517578125,968.8802490234375
train,DJI_20250424192954_0008_V_jpeg.rf.07297633e35fd2d6b034df4cf16af891.jpg,barcode,0.2698671817779541,1005.7677001953125,774.7582397460938,1042.490478515625,818.5784301757812
train,DJI_20250424192955_0009_V_jpeg.rf.00a17be2b621882bb74644a0b279c682.jpg,pallets,0.8214127421379089,1117.2042236328125,1177.911865234375,1367.1982421875,1464.59765625
train,DJI_20250424192955_0009_V_jpeg.rf.00a17be2b621882bb74644a0b279c682.jpg,pallets,0.7851382493972778,1409.6395263671875,1240.19580078125,1632.1524658203125,1502.2763671875
train,DJI_20250424192955_0009_V_jpeg.rf.00a17be2b621882bb74644a0b279c682.jpg,pallets,0.7793816924095154,785.9111328125,1117.7633056640625,1067.9808349609375,1393.187744140625
train,DJI_20250424192955_0009_V_jpeg.rf.00a17be2b621882bb74644a0b279c682.jpg,pallets,0.7518437504768372,556.2600708007812,1109.994140625,786.1754760742188,1380.365966796875
train,DJI_20250424192956_0010_V_jpeg.rf.18283edd925f08fa91b61f40d79733b8.jpg,pallets,0.837421715259552,844.4873657226562,1490.853515625,1126.28662109375,1794.51708984375
train,DJI_20250424192956_0010_V_jpeg.rf.18283edd925f08fa91b61f40d79733b8.jpg,pallets,0.7768867015838623,1172.8170166015625,1555.63330078125,1427.0435791015625,1831.8955078125
train,DJI_20250424192956_0010_V_jpeg.rf.18283edd925f08fa91b61f40d79733b8.jpg,pallets,0.7327901721000671,612.368408203125,1473.6177978515625,833.3916625976562,1752.2489013671875
train,DJI_20250424192956_0010_V_jpeg.rf.18283edd925f08fa91b61f40d79733b8.jpg,pallets,0.7250034809112549,1464.661865234375,1602.7469482421875,1697.569580078125,1872.0396728515625
train,DJI_20250424192957_0011_V_jpeg.rf.2f2e1b55328781e6ebf1e7074a6cc6f2.jpg,pallets,0.6886064410209656,1573.1529541015625,1709.988525390625,1802.51708984375,1967.044921875
train,DJI_20250424192957_0011_V_jpeg.rf.2f2e1b55328781e6ebf1e7074a6cc6f2.jpg,pallets,0.6724428534507751,978.5546264648438,1409.100830078125,1307.1156005859375,1736.50341796875
train,DJI_20250424192957_0011_V_jpeg.rf.2f2e1b55328781e6ebf1e7074a6cc6f2.jpg,pallets,0.627201497554779,1305.3671875,1576.94482421875,1577.49072265625,1844.563720703125
train,DJI_20250424192957_0011_V_jpeg.rf.2f2e1b55328781e6ebf1e7074a6cc6f2.jpg,pallets,0.2665841281414032,791.7582397460938,1321.6318359375,1032.963623046875,1623.03857421875
train,DJI_20250424192957_0012_V_jpeg.rf.4185732a43401a88075e53549a9a6f1a.jpg,pallets,0.8314565420150757,1226.31005859375,1301.7835693359375,1519.87353515625,1521.440673828125
train,DJI_20250424192957_0012_V_jpeg.rf.4185732a43401a88075e53549a9a6f1a.jpg,pallets,0.7595935463905334,1112.8726806640625,1096.9886474609375,1393.5570068359375,1307.0645751953125
train,DJI_20250424192957_0012_V_jpeg.rf.4185732a43401a88075e53549a9a6f1a.jpg,pallets,0.7582105398178101,1438.70263671875,1559.8184814453125,1704.27587890625,1775.3690185546875
train,DJI_20250424192957_0012_V_jpeg.rf.4185732a43401a88075e53549a9a6f1a.jpg,pallets,0.7269479036331177,1587.1629638671875,1779.0335693359375,1835.4676513671875,2000.5386962890625
train,DJI_20250424192958_0013_V_jpeg.rf.b1f308b43d62b1105947d639d9a05062.jpg,pallets,0.900933563709259,1463.916259765625,1303.7564697265625,1744.0174560546875,1460.7252197265625
train,DJI_20250424192958_0013_V_jpeg.rf.b1f308b43d62b1105947d639d9a05062.jpg,pallets,0.8376697897911072,1539.74755859375,1628.776611328125,1776.9923095703125,1780.4583740234375
train,DJI_20250424192958_0013_V_jpeg.rf.b1f308b43d62b1105947d639d9a05062.jpg,pallets,0.8066007494926453,1573.58203125,1865.6485595703125,1805.5499267578125,2043.3455810546875
train,DJI_20250424192958_0013_V_jpeg.rf.b1f308b43d62b1105947d639d9a05062.jpg,pallets,0.7945086359977722,1459.2330322265625,1062.743408203125,1687.4945068359375,1225.4423828125
train,DJI_20250424192959_0014_V_jpeg.rf.31bfcdb0fa984308fe71c06b55e525fb.jpg,pallets,0.815686047077179,1945.9337158203125,978.0964965820312,2155.365966796875,1177.392578125
train,DJI_20250424192959_0014_V_jpeg.rf.31bfcdb0fa984308fe71c06b55e525fb.jpg,pallets,0.779380738735199,1811.84326171875,1179.9383544921875,2045.68115234375,1396.282470703125
train,DJI_20250424192959_0014_V_jpeg.rf.31bfcdb0fa984308fe71c06b55e525fb.jpg,pallets,0.7790956497192383,1505.6455078125,1670.3616943359375,1759.7757568359375,1903.6119384765625
train,DJI_20250424192959_0014_V_jpeg.rf.31bfcdb0fa984308fe71c06b55e525fb.jpg,pallets,0.7769145965576172,1647.30419921875,1463.2122802734375,1893.3033447265625,1670.22412109375
train,DJI_20250424192959_0015_V_jpeg.rf.fdf3c63fc48e8acdd87bbdea519dfeaf.jpg,pallets,0.8202220797538757,2390.59814453125,1425.497802734375,2564.004150390625,1643.424560546875
train,DJI_20250424192959_0015_V_jpeg.rf.fdf3c63fc48e8acdd87bbdea519dfeaf.jpg,pallets,0.8055228590965271,1589.3140869140625,1651.240478515625,1810.7362060546875,1906.315185546875
train,DJI_20250424192959_0015_V_jpeg.rf.fdf3c63fc48e8acdd87bbdea519dfeaf.jpg,pallets,0.7877569794654846,2145.86279296875,1501.3592529296875,2357.62646484375,1739.4576416015625
train,DJI_20250424192959_0015_V_jpeg.rf.fdf3c63fc48e8acdd87bbdea519dfeaf.jpg,pallets,0.7817035913467407,1870.8515625,1600.2650146484375,2053.759033203125,1856.99755859375
train,DJI_20250424192959_0015_V_jpeg.rf.fdf3c63fc48e8acdd87bbdea519dfeaf.jpg,barcode,0.3662979304790497,2431.232421875,1551.0166015625,2463.885009765625,1587.4967041015625
train,DJI_20250424193001_0017_V_jpeg.rf.69c5efc8894df446be0ad61282bd089a.jpg,pallets,0.8289698362350464,2426.0244140625,2351.3798828125,2604.665283203125,2597.568359375
train,DJI_20250424193001_0017_V_jpeg.rf.69c5efc8894df446be0ad61282bd089a.jpg,pallets,0.7729173302650452,1613.994384765625,2278.75244140625,1802.6787109375,2590.760498046875
train,DJI_20250424193001_0017_V_jpeg.rf.69c5efc8894df446be0ad61282bd089a.jpg,pallets,0.7663435935974121,2171.208251953125,2329.0732421875,2384.956787109375,2695.972900390625
train,DJI_20250424193001_0017_V_jpeg.rf.69c5efc8894df446be0ad61282bd089a.jpg,pallets,0.754976749420166,1876.78662109375,2311.099853515625,2054.4716796875,2678.555419921875
train,DJI_20250424193001_0017_V_jpeg.rf.69c5efc8894df446be0ad61282bd089a.jpg,barcode,0.5745111107826233,2289.04443359375,2412.87060546875,2325.164794921875,2452.64794921875
train,DJI_20250424193001_0017_V_jpeg.rf.69c5efc8894df446be0ad61282bd089a.jpg,barcode,0.5504988431930542,1740.4814453125,2339.375732421875,1781.20654296875,2377.207763671875
train,DJI_20250424193001_0017_V_jpeg.rf.69c5efc8894df446be0ad61282bd089a.jpg,barcode,0.33603617548942566,1947.3858642578125,2381.041015625,1983.4779052734375,2409.49658203125
train,DJI_20250424193001_0017_V_jpeg.rf.69c5efc8894df446be0ad61282bd089a.jpg,barcode,0.2946014702320099,1736.6285400390625,2357.26416015625,1769.4813232421875,2389.259033203125
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,pallets,0.8493438363075256,2409.95458984375,2737.758056640625,2588.773193359375,2998.95068359375
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,pallets,0.810490608215332,2167.626220703125,2723.939208984375,2369.25634765625,3019.753173828125
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,pallets,0.8059188723564148,1883.198486328125,2709.7353515625,2051.092041015625,3022.62548828125
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,pallets,0.7771103382110596,1624.3326416015625,2663.27880859375,1807.0380859375,3001.353759765625
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,barcode,0.6410821080207825,1743.945556640625,2733.780029296875,1783.9722900390625,2771.28076171875
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,barcode,0.6160019040107727,1996.358154296875,2773.1865234375,2029.949951171875,2806.05859375
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,barcode,0.60826575756073,1949.4859619140625,2789.470947265625,1981.2674560546875,2822.067626953125
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,barcode,0.6042680144309998,2273.988525390625,2851.55908203125,2317.496337890625,2885.93212890625
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,barcode,0.5571896433830261,2273.961181640625,2818.542724609375,2313.956787109375,2856.837890625
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,barcode,0.5449281930923462,1745.798583984375,2739.297119140625,1781.5494384765625,2778.4091796875
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,barcode,0.5363460779190063,1994.0897216796875,2824.718994140625,2030.7149658203125,2863.024169921875
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,barcode,0.4155683219432831,1738.2689208984375,2759.138671875,1773.22802734375,2794.972412109375
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,barcode,0.4102276861667633,2475.992919921875,2794.25048828125,2520.359130859375,2827.0380859375
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,barcode,0.35882332921028137,2430.67431640625,2910.90673828125,2465.16845703125,2948.469970703125
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,barcode,0.30354931950569153,2532.818603515625,2868.9794921875,2566.08349609375,2898.154296875
train,DJI_20250424193001_0018_V_jpeg.rf.393719bfaddf91582428898650a49de3.jpg,barcode,0.2526387572288513,1672.1788330078125,2768.360107421875,1709.022216796875,2801.909423828125
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,barcode,0.7514095306396484,3614.147216796875,2460.761962890625,3661.592529296875,2504.9013671875
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,pallets,0.7405805587768555,3573.766357421875,2405.82080078125,3806.0234375,2612.46337890625
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,barcode,0.7104070782661438,3550.18408203125,2657.360107421875,3592.31689453125,2704.578369140625
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,pallets,0.7034768462181091,3295.02099609375,2778.09033203125,3589.438232421875,3020.873291015625
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,barcode,0.6979411840438843,3492.350830078125,2632.870849609375,3537.9443359375,2674.699462890625
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,barcode,0.697150468826294,3377.802001953125,2841.883056640625,3421.391357421875,2887.677978515625
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,barcode,0.6968926191329956,3429.479248046875,2897.5439453125,3478.4951171875,2949.585693359375
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,pallets,0.6926333904266357,3455.15771484375,2577.604248046875,3780.39599609375,2891.1015625
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,barcode,0.6072315573692322,3363.42236328125,2899.601318359375,3417.269287109375,2947.240234375
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,pallets,0.557081401348114,3103.314453125,2963.123046875,3330.120361328125,3023.65771484375
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,barcode,0.5467151999473572,3577.665283203125,2686.4326171875,3623.171142578125,2737.02197265625
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,barcode,0.47078436613082886,3689.514892578125,2469.12841796875,3729.85888671875,2513.61376953125
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,pallets,0.4344556927680969,3137.71826171875,2950.06396484375,3324.488037109375,3022.21728515625
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,barcode,0.41186007857322693,3696.21728515625,2479.159912109375,3737.947021484375,2524.10107421875
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,barcode,0.40588217973709106,3556.19287109375,2656.900390625,3599.39013671875,2716.18310546875
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,barcode,0.2814953923225403,3659.90673828125,2791.154541015625,3709.8154296875,2829.911865234375
train,DJI_20250424193004_0022_V_jpeg.rf.99a386dbb15ccd1aef854bffff3d2bce.jpg,barcode,0.278035044670105,3549.153076171875,2644.705322265625,3590.59375,2698.308349609375
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,pallets,0.9054657816886902,3726.941650390625,1698.7064208984375,3952.5048828125,1858.6158447265625
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,pallets,0.8811046481132507,3704.483642578125,1893.7496337890625,4029.468994140625,2105.601318359375
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.8609890937805176,3812.084228515625,2228.669189453125,3858.852783203125,2273.355224609375
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,pallets,0.851069986820221,3627.60791015625,2369.80615234375,3949.15380859375,2605.8515625
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.8319342732429504,3741.663818359375,2196.705078125,3784.401123046875,2245.11474609375
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,pallets,0.8082776069641113,3676.973388671875,2143.594482421875,4013.51123046875,2367.705078125
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.7671098709106445,3735.73828125,2444.358642578125,3779.207763671875,2493.17041015625
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.7656913995742798,3760.6064453125,2255.6572265625,3799.718505859375,2298.708984375
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.7490254044532776,3695.508056640625,2422.017333984375,3736.838134765625,2466.612548828125
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.7200121283531189,3840.330078125,1975.0487060546875,3878.645263671875,2020.19384765625
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.5866241455078125,3766.825439453125,1749.7791748046875,3802.396728515625,1789.5386962890625
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.5602524280548096,3801.275390625,1957.635498046875,3836.603759765625,2000.8907470703125
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.5356082320213318,3820.36083984375,1722.1082763671875,3857.70556640625,1769.07373046875
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.5000579357147217,3780.12890625,2460.57373046875,3816.1171875,2506.80322265625
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.44226786494255066,3740.32177734375,1951.9017333984375,3780.565185546875,1995.4122314453125
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.43294021487236023,3786.938232421875,2465.369140625,3826.562255859375,2508.135009765625
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.3374907970428467,3832.187744140625,1968.76611328125,3875.509521484375,2018.1036376953125
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.3310110867023468,3763.564697265625,1758.5770263671875,3794.23876953125,1793.9383544921875
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.3272969722747803,3746.986083984375,2514.733154296875,3788.259033203125,2560.336669921875
train,DJI_20250424193005_0023_V_jpeg.rf.b2592ab357c86dcaa16052245b5c3f42.jpg,barcode,0.2798686623573303,3891.740966796875,2487.1611328125,3931.325927734375,2528.57421875
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,barcode,0.8564319610595703,3832.99462890625,1298.06982421875,3885.282470703125,1346.173828125
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,barcode,0.8262264132499695,3679.139892578125,1094.0643310546875,3720.09375,1138.0963134765625
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,pallets,0.8117282390594482,3744.247802734375,1189.1072998046875,4032.0,1444.5955810546875
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,barcode,0.77874755859375,3724.880126953125,1130.545166015625,3770.442138671875,1177.0865478515625
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,barcode,0.7669881582260132,3744.01318359375,1081.21630859375,3790.221923828125,1126.9947509765625
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,pallets,0.7621825933456421,3630.837890625,963.1847534179688,3980.915283203125,1209.1529541015625
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,pallets,0.7552316188812256,3474.412109375,712.2816772460938,3817.277587890625,990.459716796875
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,pallets,0.701388418674469,3353.746337890625,553.3015747070312,3589.51025390625,805.7429809570312
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,barcode,0.6862944960594177,3394.20263671875,715.8291015625,3436.0322265625,761.2114868164062
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,barcode,0.6837419271469116,3785.472412109375,1294.48046875,3831.51025390625,1345.0908203125
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,barcode,0.6653323769569397,3882.932373046875,1350.87451171875,3931.812744140625,1389.763427734375
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,barcode,0.6120232343673706,3561.673828125,866.7667846679688,3598.493408203125,910.2755737304688
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,barcode,0.6090903282165527,3512.21826171875,896.7077026367188,3554.240234375,944.9393920898438
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,barcode,0.47663846611976624,3599.348876953125,859.026123046875,3635.7607421875,906.9590454101562
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,barcode,0.45972391963005066,3427.5966796875,677.225341796875,3461.903564453125,719.0963134765625
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,barcode,0.35873284935951233,3439.198486328125,666.430908203125,3471.642822265625,716.138916015625
train,DJI_20250424193006_0024_V_jpeg.rf.74dfbdcbbd6eb9099aeafade45f6e4f0.jpg,barcode,0.2799229621887207,3603.778564453125,872.5074462890625,3650.21728515625,913.593994140625
train,DJI_20250424193006_0025_V_jpeg.rf.f60a1edaa5f1f9a9e95c0ecfbcc1800f.jpg,pallets,0.8474158644676208,3381.522216796875,594.0438232421875,3660.796142578125,882.4738159179688
train,DJI_20250424193006_0025_V_jpeg.rf.f60a1edaa5f1f9a9e95c0ecfbcc1800f.jpg,barcode,0.8440001010894775,3251.568115234375,599.2232666015625,3292.554931640625,635.4611206054688
train,DJI_20250424193006_0025_V_jpeg.rf.f60a1edaa5f1f9a9e95c0ecfbcc1800f.jpg,pallets,0.8267395496368408,2919.896728515625,278.5603942871094,3172.984375,625.83154296875
train,DJI_20250424193006_0025_V_jpeg.rf.f60a1edaa5f1f9a9e95c0ecfbcc1800f.jpg,pallets,0.7937281727790833,2694.624755859375,264.3192443847656,2897.398681640625,517.7918090820312
train,DJI_20250424193006_0025_V_jpeg.rf.f60a1edaa5f1f9a9e95c0ecfbcc1800f.jpg,barcode,0.7345778942108154,3262.776123046875,652.8782958984375,3308.75732421875,690.0484619140625
train,DJI_20250424193006_0025_V_jpeg.rf.f60a1edaa5f1f9a9e95c0ecfbcc1800f.jpg,pallets,0.7293824553489685,3162.257568359375,447.4522399902344,3455.59521484375,739.8239135742188
train,DJI_20250424193006_0025_V_jpeg.rf.f60a1edaa5f1f9a9e95c0ecfbcc1800f.jpg,barcode,0.6755246520042419,2980.359130859375,502.33111572265625,3020.81201171875,530.4957885742188
train,DJI_20250424193006_0025_V_jpeg.rf.f60a1edaa5f1f9a9e95c0ecfbcc1800f.jpg,barcode,0.6599879860877991,3200.644775390625,634.4281005859375,3243.8701171875,669.4520874023438
train,DJI_20250424193006_0025_V_jpeg.rf.f60a1edaa5f1f9a9e95c0ecfbcc1800f.jpg,barcode,0.6448919177055359,3000.111572265625,476.87274169921875,3038.861572265625,506.20404052734375
train,DJI_20250424193006_0025_V_jpeg.rf.f60a1edaa5f1f9a9e95c0ecfbcc1800f.jpg,barcode,0.6402563452720642,2756.3017578125,388.91619873046875,2793.848876953125,424.1919250488281
train,DJI_20250424193006_0025_V_jpeg.rf.f60a1edaa5f1f9a9e95c0ecfbcc1800f.jpg,barcode,0.591865599155426,3448.533935546875,749.5079956054688,3486.3408203125,783.4987182617188
